CR_ID,MONTHS_BALANCE,STATUS
5067726,-3,C
5091589,-38,X
5095383,-18,C
5035995,-42,0
5033778,-25,1
5090152,-28,C
5113387,-23,C
5105754,-7,0
5079167,-3,5
5095383,-8,C
5091004,-20,C
5041609,-38,C
5091548,-20,0
5091589,-17,X
5033722,-7,0
5065348,-29,C
5097026,-36,0
5137087,-11,0
5143042,-8,0
5069392,-1,0
5010647,-10,0
5065644,-44,X
5029314,-3,C
5036815,-7,C
5142959,-39,0
5149638,-20,C
5090857,-18,C
5096346,-1,C
5046503,-16,C
5029759,-47,0
5149271,-29,C
5061072,-16,0
5126552,-24,0
5062685,-39,X
5117612,-5,X
5125217,-10,C
5022545,-47,0
5105702,-10,X
5090030,-17,0
5139548,-13,0
5095120,-21,0
5062504,-21,C
5096554,-26,0
5053483,-33,C
5024777,-18,1
5010635,-40,0
5029667,-30,C
5117481,-13,0
5136031,-21,0
5089104,-46,C
5094924,-16,C
5125600,-20,0
5029361,-30,X
5118146,-4,X
5029619,-3,0
5126238,-12,C
5023398,-21,0
5096827,-23,C
5028631,-7,C
5009031,-5,X
5088949,-37,0
5142807,-24,X
5116643,-27,0
5149636,-15,X
5065740,-5,C
5105669,-46,X
5092272,-53,0
5036986,-13,0
5065644,-30,X
5091740,-7,C
5078905,-41,C
5091740,-22,C
5105669,-24,X
5085781,-20,0
5042220,-34,0
5042213,0,0
5126238,-29,C
5022555,-8,0
5022859,-27,C
5143595,-25,C
5033770,-21,C
5091862,-8,C
5041910,-37,C
5008897,-25,C
5105402,-24,0
5113745,-32,C
5054718,-37,0
5061707,-20,C
5062504,-26,C
5114429,-11,0
5116009,-1,C
5065628,-13,X
5099974,-32,C
5112663,-10,C
5088998,-3,C
5090140,-16,X
5091345,-9,0
5054362,-21,C
5010315,-16,0
5095570,-11,0
5051080,0,X
5142793,-14,C
5092260,-3,C
5115577,-2,C
5117444,-50,0
5117799,-21,C
5090445,-11,C
5029361,-38,X
5041910,-30,C
5036485,-10,X
5116623,-44,X
5096827,-9,C
5050479,-10,C
5089909,-5,C
5112663,-24,1
5099845,-5,C
5090140,-43,X
5116036,-27,X
5095370,-12,C
5053483,-45,0
5067562,-1,0
5010253,-23,X
5046351,-21,X
5099974,-46,0
5024484,-50,C
5137087,-8,0
5126835,-40,X
5113869,-34,C
5024157,-31,X
5118500,-4,0
5126299,-9,C
5113745,-41,0
5096346,-21,C
5045139,-17,0
5126835,-14,X
5125217,-5,C
5029514,-29,0
5066775,-31,C
5046351,-17,X
5090857,-28,C
5052727,-3,0
5061707,-19,C
5009570,-46,X
5022202,-5,C
5061148,-20,C
5143581,-12,X
5022795,-27,C
5125218,-6,C
5095334,-43,0
5053374,0,C
5047810,-22,C
5090568,-16,C
5036987,-10,X
5143064,-52,0
5143581,-35,X
5118261,-52,0
5047810,-30,0
5023130,-10,X
5067749,-21,0
5088949,-40,0
5089532,-20,C
5118365,-31,C
5028600,-41,0
5045695,-6,C
5058527,-20,C
5089470,-35,X
5149109,-12,0
5024158,-1,C
5024801,-6,X
5143603,0,C
5135951,-49,C
5118146,-42,X
5042020,-3,0
5067051,-24,0
5149491,-27,C
5126736,-4,0
5116643,-16,0
5126382,-6,C
5068310,-5,C
5094868,-2,0
5089000,-20,C
5116674,0,C
5142881,-1,0
5112942,-50,C
5024777,-21,1
5116643,-13,0
5037212,-25,C
5050645,-12,C
5054362,-20,C
5033770,-5,C
5010463,-13,C
5116674,-9,C
5142490,-16,C
5149491,-11,C
5061961,-2,C
5112662,-9,C
5112799,-21,0
5096346,-3,C
5105702,-12,X
5099987,-13,C
5126349,-31,0
5135728,-8,0
5099987,-25,0
5095120,-19,X
5117799,-45,X
5089049,-16,C
5090857,-12,C
5089909,-29,0
5008810,-8,C
5066498,-19,C
5139497,-15,X
5113869,-41,C
5047820,-32,0
5022541,-12,0
5142240,-3,0
5095334,-12,C
5135778,-5,C
5024777,-10,1
5106158,-12,0
5061148,-21,C
5036485,-55,X
5065348,-46,4
5069180,-7,C
5079068,-19,C
5094967,-5,C
5045945,-18,0
5033722,-18,0
5091824,-3,C
5097026,-6,C
5096238,-3,C
5028600,-27,X
5022193,-24,0
5092448,-23,C
5067557,-2,0
5113781,-8,X
5021476,-5,0
5135636,-53,5
5090140,-46,X
5132464,-11,0
5149491,-12,C
5143581,-9,X
5048325,-46,X
5115698,-32,X
5096827,-7,C
5112888,0,X
5095570,-7,C
5029361,-28,X
5033722,-1,0
5090030,-10,0
5025781,-54,0
5036986,-6,0
5050645,-37,C
5117612,-8,X
5008810,-21,0
5021701,-32,X
5113987,-40,C
5096758,-13,X
5062515,-18,X
5045624,-5,C
5118218,0,X
5066775,-30,C
5069455,-7,C
5106158,-21,0
5068470,-33,0
5091824,-20,C
5010057,-2,C
5065539,-37,X
5038610,-12,0
5143603,-12,0
5074653,-31,C
5126299,-47,0
5036485,-50,X
5089635,-54,0
5143595,-27,C
5050479,-18,C
5024777,-15,1
5115451,-28,C
5053705,-7,C
5050645,-19,C
5126238,-19,C
5087845,-1,0
5105554,0,C
5023534,-38,0
5056236,-21,C
5041910,-44,C
5054290,-28,C
5054762,-23,0
5149272,-3,C
5021650,-8,0
5126382,-5,C
5048282,-10,X
5065539,-53,X
5025793,-1,0
5045695,-30,0
5105762,-12,C
5042143,-5,0
5105669,-44,X
5099974,-41,C
5089465,-17,C
5096859,-15,0
5089623,-14,0
5065348,-3,C
5029457,-13,0
5099849,-54,0
5135707,0,0
5105754,-28,0
5118258,-55,0
5099845,-20,0
5021188,-5,0
5054362,-11,C
5021188,-4,0
5045624,-10,0
5061707,-53,0
5066498,-26,C
5050479,-8,C
5149271,-11,C
5024095,-40,0
5096163,-32,0
5125978,-13,C
5010127,-12,0
5068261,-28,0
5029014,-10,0
5089909,-19,C
5061707,-56,0
5029314,-52,0
5135707,-9,X
5022545,-54,X
5090568,-29,C
5065358,-7,0
5113252,-46,0
5148996,-10,C
5065628,-20,X
5126552,-25,0
5142910,-22,0
5089236,-10,C
5116674,-7,C
5062737,-3,X
5099805,-32,X
5024765,-4,C
5115412,-9,0
5115591,-30,0
5029361,-39,X
5068911,-21,X
5010253,-20,X
5010578,-39,X
5068844,-16,0
5028631,0,C
5028251,-36,0
5115451,-43,C
5135636,-35,5
5095790,-17,C
5069392,-6,0
5106047,-13,C
5105702,-16,X
5054399,-9,X
5125737,-28,C
5074653,-18,C
5091052,-3,X
5116623,-31,X
5095120,-27,X
5115523,-21,C
5132924,-17,0
5117444,-55,0
5041910,-50,C
5117178,-10,X
5089104,-16,C
5042300,-2,0
5126303,-35,0
5113269,-42,0
5116674,-16,C
5091052,-24,X
5113387,-41,0
5062504,-10,C
5028600,-39,0
5090857,-19,C
5149109,-13,0
5062737,-4,X
5010578,-38,X
5116009,-11,0
5058414,-12,0
5099778,-14,C
5045945,-21,0
5095570,-18,0
5036485,-24,X
5069280,-36,X
5149271,-36,C
5115577,-30,C
5126064,-12,C
5148996,-20,C
5136021,-11,0
5090152,-10,C
5118083,-6,C
5025781,-58,0
5046503,-15,C
5048018,-10,C
5117178,-21,X
5125600,-9,C
5062744,-5,0
5126382,-1,C
5096827,-33,C
5096827,-14,C
5010635,-38,0
5024095,-2,C
5065740,0,C
5115501,-11,X
5126349,-17,0
5135728,-39,X
5061700,-12,C
5089049,-35,X
5132635,-25,0
5116036,-22,X
5067169,-21,0
5149638,-12,C
5068971,-57,0
5115412,-2,0
5024765,-8,C
5023398,-23,0
5065348,-26,C
5045367,-4,0
5009573,-13,X
5095120,-23,X
5132790,-31,0
5061961,-6,C
5096859,-31,0
5136956,-34,0
5028631,-1,C
5148996,-22,0
5104853,-9,0
5113387,-34,0
5046234,-26,C
5135707,-13,0
5117963,-9,0
5113869,-30,C
5125737,-33,C
5095383,-6,C
5068107,-24,C
5149933,-2,0
5126299,-44,0
5116674,-19,C
5146458,-12,X
5149109,-6,C
5089532,-14,C
5135707,-11,X
5041625,-19,X
5105554,-6,0
5053167,-20,0
5056143,-21,X
5091052,-14,0
5105402,-26,0
5126349,-37,0
5094924,-17,C
5056143,-15,X
5036987,-1,0
5009573,-5,X
5096238,-11,C
5113252,-39,C
5091256,-12,X
5096163,-19,C
5010929,-5,0
5090030,-19,0
5140078,-5,0
5056236,-22,C
5045699,-4,1
5033722,-13,0
5142910,-6,0
5029514,-30,0
5089236,-24,C
5023280,-14,C
5067726,-2,C
5126382,-21,C
5113731,-6,0
5094967,-44,X
5009570,-18,X
5052732,-9,0
5089630,-50,0
5022202,-25,C
5095570,-31,0
5033770,-17,C
5022859,-12,C
5022555,-6,0
5143464,0,X
5113252,-44,0
5023534,-39,0
5111072,-20,0
5041625,-20,X
5085955,-44,0
5029667,-53,0
5126062,-2,C
5089787,-2,C
5126731,-28,C
5112909,-32,0
5024484,-58,0
5135951,-47,C
5090568,-48,C
5091862,-25,0
5068971,-52,0
5029667,-37,C
5029667,-43,C
5139548,-10,C
5021642,-3,0
5118365,-26,C
5037300,-33,0
5149109,-22,0
5091548,-9,0
5105554,-10,0
5149636,-11,X
5061148,-33,C
5069397,-2,X
5068261,-24,0
5045640,-12,C
5095790,-51,0
5096758,-11,1
5054762,-18,0
5024484,-36,C
5088949,-36,0
5022193,-51,0
5022817,-6,X
5115451,-36,C
5062030,-11,0
5090903,-33,0
5068971,-44,0
5106047,-1,C
5041609,-31,C
5096346,-19,C
5125352,-37,0
5022583,-36,C
5117167,-17,C
5146458,-11,X
5135513,-36,0
5053705,-16,0
5148996,-11,C
5085983,-5,0
5113990,-8,X
5054165,-37,0
5069280,-30,0
5067502,-6,C
5021309,-1,0
5038670,-2,0
5096238,-9,C
5086040,-8,X
5089049,-26,0
5029598,-43,X
5106047,-9,C
5090140,-11,X
5069280,-39,X
5094967,-7,C
5114384,-8,C
5095228,-2,0
5115451,-4,C
5089000,-12,C
5053226,-17,C
5126303,-2,C
5041721,-13,C
5135513,-1,C
5112654,-17,C
5069004,-17,C
5113731,-5,C
5045493,-7,0
5021701,-37,0
5068107,-32,C
5113114,0,C
5126349,-35,0
5024777,-43,X
5024777,-42,0
5068436,-7,X
5142984,-33,0
5092448,-2,C
5091862,-2,C
5142984,-27,0
5062685,-41,0
5118365,-22,C
5104853,0,0
5036815,-4,C
5061707,-24,C
5022506,-20,0
5117178,-14,X
5048018,-19,C
5037212,-31,C
5010635,-7,C
5033648,-23,C
5089509,-33,C
5024484,-16,C
5053167,-2,C
5096238,-28,C
5090152,-38,0
5056084,-25,0
5149020,-2,0
5089623,-12,0
5050479,-15,C
5089942,-5,C
5022202,-33,C
5115711,-7,C
5118258,-59,0
5112654,-4,C
5029127,-18,C
5066775,-7,C
5041609,-24,C
5139652,0,X
5105669,-38,0
5029667,-48,0
5023280,-25,0
5115412,-15,0
5085781,-33,0
5028631,-23,1
5067169,-17,0
5115698,-23,X
5126064,-24,C
5113781,-11,X
5069180,-3,C
5062685,-20,0
5091042,-6,X
5126064,-9,C
5126064,-33,C
5024696,-2,0
5126303,-25,C
5074653,-9,C
5091052,-19,0
5091256,-31,X
5074653,-24,C
5118258,-23,0
5099872,-1,0
5125214,-11,C
5106047,-12,C
5096346,-14,C
5095334,-9,C
5021642,-6,0
5069280,-18,1
5046503,-9,C
5033927,-5,0
5067557,-9,X
5142807,-35,X
5068107,-29,C
5042220,-18,C
5125556,-1,C
5145724,-29,C
5062515,-8,C
5090140,-44,X
5089104,-18,C
5022193,-2,C
5050645,-28,C
5010635,-24,C
5028639,-3,0
5115451,-2,C
5067169,-9,C
5010731,-26,X
5126248,-17,C
5113387,-26,C
5038751,-44,0
5096346,-17,C
5116704,-18,0
5117167,-1,C
5048282,-16,X
5142959,-45,0
5089421,-16,C
5048018,-15,C
5036986,-11,0
5126835,-39,X
5045695,-25,0
5046353,-25,X
5089787,-13,X
5142984,-13,C
5137087,-5,0
5045543,-4,C
5037300,-19,C
5106047,-15,C
5029667,-35,C
5092448,-12,C
5033722,-2,0
5029514,-1,C
5090445,-16,C
5094967,-23,X
5047933,-22,0
5132924,-22,0
5025212,-17,0
5024801,-4,X
5094967,-26,X
5009573,-1,X
5125978,-11,C
5091256,-11,X
5062744,-1,0
5024343,-18,0
5010428,-34,0
5036815,-11,0
5137251,-8,C
5089470,-32,0
5097026,-31,0
5126382,-11,C
5149271,-9,C
5062504,-2,C
5095334,-28,C
5008810,-13,C
5010253,-3,C
5125214,-19,C
5042300,-16,1
5117799,-28,X
5113269,-20,0
5066705,-42,C
5142881,-8,0
5029514,-21,C
5024484,-60,0
5135513,-8,C
5067169,-30,0
5091548,-30,0
5091740,-11,C
5008897,-23,C
5142910,-8,0
5091824,-17,C
5118418,-25,C
5142987,-39,0
5089268,-2,C
5062685,-17,0
5092013,-6,1
5086040,-18,X
5143137,-3,C
5028600,-5,X
5090152,-33,0
5023544,-12,X
5029361,-21,X
5053705,-12,C
5054718,-3,C
5125214,-28,0
5090140,-18,X
5046503,-13,C
5066775,-16,C
5137251,-24,C
5136021,0,0
5112654,-18,C
5045699,0,C
5116009,-20,0
5142807,-18,X
5033722,-47,0
5137375,-42,0
5115501,-5,X
5068037,-23,0
5024765,-7,C
5143622,-37,C
5041609,-42,0
5126064,-16,C
5008897,-26,C
5091115,-34,0
5106158,-19,0
5068722,-6,0
5089104,-9,C
5036987,-23,X
5137261,-10,C
5089236,-30,0
5142881,-5,1
5010463,-24,X
5095228,-1,0
5092448,-45,0
5143042,-11,0
5029514,-18,C
5042020,-8,0
5024484,-11,C
5142984,-25,0
5089552,-4,0
5054399,-5,X
5139549,-9,C
5022583,-6,C
5139394,-1,X
5095334,-27,C
5095937,-2,0
5050629,-5,X
5116814,-4,X
5096827,-40,C
5095570,-24,0
5069004,-18,C
5036987,0,0
5029127,-11,C
5088043,-34,C
5139549,-33,0
5150049,-3,0
5089104,-44,C
5023398,-14,C
5042300,-19,0
5149109,-10,0
5126731,-38,0
5112888,-7,X
5116316,-12,C
5089268,-10,C
5116009,-5,C
5126527,-45,C
5088666,-27,0
5028600,-29,0
5126064,-20,C
5136943,-24,0
5033539,-23,C
5089630,-59,0
5029514,-23,C
5061072,-7,0
5045695,-5,C
5135778,-11,C
5045139,-7,X
5069455,-2,C
5112654,-27,C
5022541,-9,0
5105669,-15,X
5095790,-39,C
5126527,-37,C
5126835,-13,X
5061118,-13,C
5028631,-19,C
5091862,-4,C
5142304,-3,0
5023544,-13,X
5096346,-24,C
5053880,0,X
5067021,-20,C
5095334,-8,C
5118261,-37,0
5115451,-23,C
5056236,-38,0
5113114,-8,C
5091548,-3,0
5104853,-4,0
5041625,-4,X
5137087,-2,C
5010315,-25,X
5132464,-1,C
5113114,-15,C
5028494,-8,0
5033770,-30,0
5090152,-19,C
5142987,-11,C
5046353,-38,X
5041118,-46,0
5044814,-30,0
5053705,-1,C
5045695,-1,C
5142807,-22,X
5066498,-22,C
5033869,-9,0
5021650,-5,C
5022202,-15,C
5033648,-11,C
5062030,-1,0
5118258,-26,0
5118261,-53,0
5096827,-38,C
5094967,-15,C
5149210,-15,C
5089909,-9,C
5116009,-4,C
5116397,-24,X
5095334,-20,C
5137261,-14,C
5089942,-18,0
5145724,-6,C
5099805,-9,X
5143622,-30,C
5116623,-16,X
5045699,-8,0
5118146,-38,0
5139497,-18,X
5056236,-34,0
5126238,-15,C
5062030,-12,0
5142240,-12,0
5036733,-32,C
5024801,-30,X
5132292,-4,0
5118177,-1,X
5036986,-5,0
5112651,-3,X
5090152,-36,0
5088666,-26,0
5029014,-2,C
5033770,-9,C
5115711,-18,C
5086040,-19,0
5045624,-3,C
5137261,-13,C
5067780,-2,0
5069455,-4,C
5132415,-12,C
5048018,-28,0
5010578,-19,X
5010647,0,C
5010731,-16,0
5033770,-44,X
5136021,-2,0
5143581,-11,X
5139549,-8,C
5113863,-41,0
5149210,-30,C
5114057,-30,C
5061148,-40,0
5113869,-50,0
5092448,-48,0
5041363,-40,X
5010428,-16,C
5061148,-15,C
5022202,-37,0
5126123,-25,0
5135728,-15,0
5136021,-20,0
5092448,-11,C
5097026,-16,C
5042300,-13,0
5089623,-33,0
5048018,-16,C
5112651,-24,0
5065348,-18,C
5135252,-19,0
5023280,-4,C
5067169,-16,0
5010746,-43,0
5042300,-11,0
5116814,-1,X
5115698,-22,X
5118418,-36,0
5054290,0,C
5089909,-8,C
5024343,-17,0
5024484,-57,0
5143581,-26,X
5149210,-32,C
5115995,-7,C
5069080,-14,0
5068470,-8,C
5068436,-8,X
5126323,-12,0
5022795,-33,C
5022752,-24,C
5116316,-24,X
5045695,-18,C
5117963,-3,C
5115577,-39,C
5089236,-16,C
5116623,-40,X
5099751,-44,C
5142807,-31,X
5023532,0,0
5036815,-3,C
5046497,0,C
5091620,-5,0
5029619,-6,X
5046271,-2,0
5125218,-10,C
5029633,-8,C
5042052,-6,X
5095790,-52,0
5061700,-28,C
5036987,-15,X
5149705,-40,C
5089635,-35,0
5033539,-16,C
5115698,-33,X
5117167,-13,C
5067726,-8,C
5089819,-11,0
5126552,-11,0
5050645,-30,C
5054399,-15,X
5145724,-22,C
5042220,-22,C
5118257,-8,0
5150049,-9,0
5099974,-39,C
5009925,-4,0
5099948,-35,C
5150049,-4,0
5095120,-13,0
5056084,-33,0
5105754,-16,0
5036485,-53,X
5126382,-20,C
5033770,-6,C
5089787,-6,C
5099805,-10,0
5029127,-23,C
5135707,-15,0
5045640,-7,C
5088834,-36,0
5114592,-5,0
5069392,-4,0
5029127,-10,C
5118418,-4,C
5149271,-12,C
5112654,-51,X
5025212,-30,0
5010428,-26,0
5096827,-21,C
5118418,-35,0
5105143,-14,C
5022752,-33,C
5125214,-15,C
5142807,-28,X
5036957,-1,C
5143595,-28,C
5024777,-23,0
5056143,-8,X
5066498,-49,0
5105766,-1,0
5024343,-12,0
5036485,-28,X
5061148,-4,C
5065628,-37,X
5115711,-13,C
5069280,-3,0
5054733,-7,0
5126552,-12,0
5099751,-39,C
5094967,-31,X
5022202,-10,C
5068436,-15,0
5089465,-11,C
5118418,-3,C
5114239,-2,C
5053374,-15,C
5095334,-30,C
5095570,-8,C
5069004,-28,0
5116316,0,C
5068470,-32,0
5042295,-32,X
5135636,-47,5
5053483,-39,0
5112651,-14,0
5046351,-18,X
5139549,-24,C
5062685,-27,X
5132924,-21,0
5038670,-8,0
5125600,-18,0
5148996,-18,C
5139500,-9,C
5094967,-12,C
5117178,-11,X
5126064,-7,C
5096346,-35,C
5029759,-49,0
5054149,0,0
5142304,-13,0
5061707,-46,C
5052899,-1,X
5092448,-33,C
5099987,-14,C
5150063,-1,C
5033648,-3,C
5149210,-25,C
5126299,-37,0
5113990,-29,X
5096346,-31,C
5091256,-9,X
5079106,-9,0
5099778,-18,C
5068971,-49,0
5067557,-31,0
5042220,-13,C
5132291,-10,X
5091330,-21,C
5053374,-16,C
5150049,-2,0
5099845,-11,C
5143581,-21,X
5022193,-17,0
5112654,-24,C
5095790,-2,C
5089421,-19,C
5090903,-26,C
5028631,-24,0
5036567,-3,0
5009096,-13,C
5126064,-29,C
5118258,-36,0
5096827,-48,0
5089635,-49,0
5089635,-20,0
5126731,-39,0
5086040,-5,X
5112909,-31,0
5069397,-14,0
5054149,-2,0
5045139,-21,0
5052899,-3,0
5096859,-35,X
5116009,-3,C
5051125,-10,C
5048018,-2,C
5105754,-5,C
5078905,-38,C
5126325,-24,C
5050748,-10,C
5118365,-17,C
5010929,-6,0
5113731,-8,0
5022583,-28,C
5142793,-15,C
5091862,-31,0
5041363,-39,X
5089909,-25,1
5117799,-5,C
5091256,-27,X
5068470,-34,0
5126299,-45,0
5112909,-49,0
5126349,-24,0
5142959,-38,0
5036567,-9,0
5135636,-3,5
5036485,-15,X
5029014,-5,C
5089465,-8,C
5036733,-21,C
5033539,-28,0
5126323,-14,X
5028455,0,C
5118258,-34,0
5045085,-3,0
5113863,-39,0
5065740,-1,C
5021701,-34,X
5047810,-25,C
5135636,-55,3
5062685,-47,0
5099974,-27,C
5126064,-3,C
5095790,-15,C
5090568,-38,C
5142490,-37,C
5061700,-30,C
5149695,0,C
5029127,-34,C
5096554,-4,C
5067915,0,X
5112663,-9,C
5054718,-15,C
5024950,-30,0
5092448,-53,X
5142881,-6,0
5115451,-33,C
5088998,-18,0
5149271,-15,C
5089942,-16,0
5118261,-49,0
5140078,0,0
5035431,-4,0
5042220,-23,0
5023398,-25,0
5089253,0,C
5095383,-9,C
5117799,-4,C
5090030,-2,0
5025212,-14,X
5010127,-8,C
5149705,-37,C
5023280,-27,0
5010731,-13,C
5126299,-41,0
5104853,-13,0
5069280,-13,X
5029314,-8,C
5024095,-13,C
5068470,-39,0
5095120,-22,0
5092022,-3,X
5054762,-22,0
5113852,-13,0
5099778,-19,0
5115412,-3,0
5065348,-21,C
5067570,-7,C
5010127,-15,0
5096238,-53,0
5041363,-28,X
5090226,-5,0
5099974,-26,C
5112942,-53,C
5062685,-13,X
5112932,-8,0
5069280,-37,0
5094924,-6,C
5092013,-29,0
5022795,-44,0
5099987,-11,C
5089049,-22,0
5135951,-48,C
5142240,-11,0
5146407,-24,0
5050479,-5,C
5061707,0,C
5094967,-27,X
5041625,-23,X
5112909,-46,0
5078912,0,0
5024242,-15,X
5053705,-10,C
5022506,-15,0
5062726,-10,0
5009573,-6,X
5054362,-35,C
5037212,-16,C
5149491,-34,0
5126736,-2,0
5089909,-22,0
5090032,-3,0
5091256,-3,X
5099948,-49,0
5024484,-48,C
5105056,-10,C
5089509,-13,C
5068107,-36,C
5025781,-53,0
5045687,0,C
5036815,0,C
5115711,-22,0
5112942,-57,X
5090152,-24,C
5118258,-51,0
5143581,-33,X
5089819,0,0
5061118,-26,0
5126238,-14,C
5099987,-20,C
5061707,-13,C
5125352,-26,C
5028600,-42,X
5112663,-31,0
5046503,-24,0
5054733,-39,0
5089236,-26,C
5022583,-5,C
5096346,-36,C
5149933,0,0
5054718,-14,C
5125737,-12,C
5105056,-4,C
5041609,-46,0
5028631,-8,C
5029127,-6,C
5126835,-42,X
5117799,-31,0
5089104,-12,C
5061707,-31,C
5095383,-25,0
5088834,-39,0
5065348,-24,C
5024801,-18,X
5047820,-24,0
5090030,-25,0
5058414,-5,C
5067562,0,0
5047810,-12,C
5088945,-19,0
5046353,-28,X
5116623,-11,X
5029633,-6,C
5105669,-28,X
5117963,-15,0
5024095,-10,C
5054290,-8,C
5149109,-7,C
5105766,-2,0
5068107,-8,C
5089000,-18,C
5135778,-16,0
5149210,-28,C
5116036,-28,X
5096758,-4,C
5113781,-7,X
5069180,-11,C
5143622,-34,C
5089623,-40,X
5036987,-21,X
5048282,-11,X
5022193,-55,0
5114393,0,C
5112932,-7,0
5090903,-16,C
5096346,-40,0
5092448,-46,0
5149271,-45,0
5066705,-44,0
5029667,-29,C
5149630,-5,X
5112942,-49,C
5033539,-12,C
5126248,-5,C
5088834,-38,0
5089787,-1,C
5066919,-54,X
5118258,-17,C
5092448,-8,C
5136943,-15,C
5066919,-42,0
5149109,0,C
5088949,-32,C
5091330,-32,0
5114077,-5,X
5091004,-1,C
5079068,-18,C
5045945,-19,0
5061148,-36,C
5088998,-10,C
5146458,-31,X
5054149,-18,0
5118638,-49,X
5068918,-30,0
5022859,-2,C
5065628,-26,X
5091740,0,C
5022795,-31,C
5142984,-20,C
5105056,-5,C
5146584,0,C
5091589,-14,C
5125556,-7,C
5023534,-37,0
5112663,-4,C
5089000,-19,C
5042295,-29,0
5022583,-33,C
5099805,-6,0
5085955,-36,0
5068844,-11,X
5054475,-19,X
5036986,-8,X
5105056,-34,C
5024095,-33,C
5022583,-17,C
5089635,-14,0
5118365,-6,C
5010463,-27,0
5045699,-10,0
5132635,-28,0
5089268,-16,C
5135668,-20,0
5054290,-32,C
5090568,0,C
5089268,-11,C
5118638,-54,X
5106047,-27,C
5023280,-10,C
5023130,-11,X
5061700,-46,0
5062504,-13,C
5046503,-1,C
5126303,-11,C
5010746,-31,0
5096827,-8,C
5089470,-36,X
5149109,-8,C
5096518,0,C
5089942,-19,0
5010647,-1,C
5029314,-10,C
5105754,-8,0
5094924,-23,0
5048018,0,C
5115412,-17,0
5050479,-19,C
5009570,-37,X
5143137,-29,0
5066919,-50,0
5099805,-33,X
5051080,-1,0
5058382,-4,0
5054149,-27,0
5069392,-7,0
5099805,-19,X
5010635,-34,C
5112932,-25,0
5116674,-34,C
5029514,-26,0
5048045,-4,C
5065628,-11,X
5041609,-20,C
5022859,-20,C
5117481,-6,1
5088946,-12,C
5053483,-44,0
5091256,-4,X
5111072,-24,0
5037212,-14,C
5113987,-56,0
5125217,-7,C
5028245,-4,X
5022202,-17,C
5111193,-27,0
5033927,-6,0
5096163,-15,C
5091862,-10,C
5146458,-25,X
5028494,-12,0
5118257,-6,0
5114429,-14,0
5052895,-20,0
5069180,-19,0
5089253,-5,0
5065348,-11,C
5115451,-50,0
5094924,-32,0
5089623,0,0
5114057,-28,C
5142793,-9,C
5142984,-29,0
5042295,-31,0
5022193,-16,0
5095370,-5,C
5048282,-9,X
5115995,-10,C
5135691,0,1
5106047,-32,C
5010746,-29,0
5142987,0,C
5118418,-10,C
5009877,-4,X
5089942,-28,0
5048045,-10,C
5010127,0,C
5116814,-9,X
5058527,-37,0
5126323,-8,C
5090568,-23,C
5041910,-40,C
5033722,-11,0
5041609,-50,0
5022752,-26,C
5096238,-38,C
5118083,-11,0
5099948,-14,C
5024095,-3,C
5116674,-20,C
5095334,0,C
5126552,-21,0
5096346,-15,C
5053374,-8,C
5029633,-17,C
5022795,-46,0
5067557,-12,0
5114239,-9,0
5045640,-18,C
5058414,-15,0
5069392,0,0
5067021,-14,C
5033722,-12,0
5066417,-15,0
5046497,-23,C
5024484,-38,C
5090030,-32,0
5126552,-9,0
5041990,-22,0
5099974,-14,C
5010578,-6,X
5036733,-33,C
5135731,-14,0
5033722,-42,0
5116623,-30,X
5118261,-34,0
5024801,0,X
5112663,-20,1
5091970,-7,C
5115995,-9,C
5024801,-14,X
5089104,-17,C
5096827,-51,0
5099948,-44,C
5056143,-22,X
5096827,-16,C
5089635,-2,0
5089253,-15,X
5062685,-6,X
5068107,-16,C
5068971,-47,X
5112799,-12,0
5041609,-34,C
5028600,-8,X
5090568,-57,0
5125548,-2,1
5067502,-1,C
5106158,-13,0
5047933,-10,X
5126835,-15,X
5062504,-22,C
5117799,-18,C
5105143,-46,C
5126552,-32,X
5089049,-29,0
5068261,-32,0
5067726,-6,C
5024158,-10,C
5091970,-1,C
5022752,-31,C
5113252,-49,0
5142987,-6,C
5033722,-4,0
5033539,-3,C
5023534,-33,3
5118256,-1,0
5118258,-20,C
5010746,-32,X
5065644,-46,X
5088835,-5,0
5024095,-28,C
5033722,-44,0
5061148,-45,X
5089018,-7,0
5106047,-35,C
5094924,-31,0
5046497,-34,0
5022541,-10,0
5116672,-2,0
5036987,-11,X
5089268,-5,C
5113987,-49,C
5115451,-21,C
5021476,-2,0
5090152,-2,C
5010647,-3,C
5118258,-50,0
5125737,-48,0
5090030,-5,1
5050645,-22,C
5112932,-40,0
5142490,-47,0
5024484,-59,0
5089942,-13,0
5112799,-13,0
5090568,-15,C
5105754,0,C
5047820,-34,0
5053226,-11,C
5118146,0,C
5090152,-11,C
5067169,-32,0
5104853,-1,0
5099948,-46,0
5041165,-39,0
5126349,-1,C
5091548,-2,0
5024095,-37,C
5054149,-12,0
5112663,-8,C
5105702,-15,X
5047810,-14,C
5090857,-25,C
5053362,-7,C
5023543,-23,0
5045640,-29,C
5105669,-39,0
5143216,-3,0
5046497,-20,C
5116674,-51,0
5022583,-26,C
5009570,-48,X
5142304,-22,0
5022795,-2,C
5126299,-13,C
5024484,-13,C
5126238,-28,C
5045139,-22,0
5068918,-27,C
5008810,-15,X
5085983,-6,0
5116397,-20,X
5140078,-6,0
5117799,-13,C
