APP_ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6089268,F,N,Y,0,90000.0,Pensioner,Higher education,Widow,House / apartment,-23374,365243,1,0,0,0,,1.0
6560625,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22677,365243,1,0,0,0,,2.0
5336856,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17165,-4067,1,1,1,0,Sales staff,3.0
6161488,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21884,365243,1,0,1,0,,2.0
5868358,M,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-16544,-1395,1,0,0,0,,2.0
5089870,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21645,365243,1,0,0,0,,2.0
5691570,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16556,-435,1,0,0,0,Sales staff,2.0
5518638,F,N,N,0,238500.0,Pensioner,Secondary / secondary special,Married,Office apartment,-21297,365243,1,0,0,0,,2.0
6542259,F,N,Y,0,261000.0,Working,Higher education,Married,House / apartment,-15301,-7655,1,0,0,0,Core staff,2.0
6630202,F,N,Y,0,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-19177,-4861,1,0,0,0,,2.0
5841206,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20703,365243,1,0,1,0,,2.0
5451805,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18833,-1464,1,1,1,0,Laborers,2.0
6398712,F,N,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22374,365243,1,0,1,0,,2.0
5068971,F,N,Y,0,292500.0,Working,Higher education,Single / not married,House / apartment,-17388,-1662,1,0,1,1,Managers,1.0
5115535,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21391,365243,1,0,0,0,,1.0
6510178,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-13571,-4469,1,0,0,0,Core staff,2.0
5135951,F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15124,-717,1,0,1,0,Low-skill Laborers,2.0
5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638,-5891,1,0,0,0,Laborers,1.0
6409726,F,N,N,0,99000.0,Working,Incomplete higher,Married,House / apartment,-9721,-745,1,0,0,0,Sales staff,2.0
6837564,M,Y,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-10893,-2675,1,1,1,0,Laborers,4.0
5453853,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11870,-2747,1,0,0,0,Core staff,2.0
6658682,F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-21960,-425,1,0,1,0,Cleaning staff,2.0
6671034,M,Y,Y,1,101250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8549,-662,1,1,1,0,Managers,3.0
5964776,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-20051,-2554,1,0,1,0,Sales staff,2.0
5891378,M,Y,Y,0,112500.0,Working,Incomplete higher,Single / not married,House / apartment,-10746,-3594,1,0,0,0,Laborers,1.0
6148035,F,Y,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16594,-3321,1,0,0,0,Laborers,2.0
5713838,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17758,-4973,1,0,0,0,Security staff,2.0
5824121,F,N,Y,0,144000.0,Working,Secondary / secondary special,Separated,House / apartment,-16485,-7050,1,0,1,0,Laborers,1.0
5627420,F,Y,Y,0,450000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-20896,-1801,1,0,1,1,,2.0
5679629,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-15899,-2979,1,0,0,0,Managers,2.0
6175330,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21375,-14801,1,0,0,0,High skill tech staff,2.0
5677954,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14407,-580,1,1,1,0,Drivers,3.0
6612153,M,N,Y,1,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12359,-839,1,0,0,0,Security staff,2.0
6603508,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-10812,-1832,1,1,0,0,Core staff,2.0
5317701,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16085,-2464,1,0,0,0,Cleaning staff,2.0
5092013,F,N,N,0,112500.0,Commercial associate,Higher education,Married,With parents,-19721,-1539,1,0,0,0,Accountants,2.0
6046927,F,Y,Y,0,450000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16551,-5418,1,0,0,0,Private service staff,2.0
6212550,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Married,House / apartment,-11234,-3135,1,0,0,0,High skill tech staff,4.0
6281251,M,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18432,-1886,1,0,0,0,Security staff,1.0
6689098,F,Y,Y,0,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21684,365243,1,0,0,0,,2.0
5918198,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21896,365243,1,0,0,0,,2.0
5685870,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23683,365243,1,0,1,0,,2.0
6103054,M,N,N,1,405000.0,Working,Higher education,Married,House / apartment,-16806,-312,1,0,0,0,Laborers,3.0
5045523,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22119,365243,1,0,0,0,,1.0
6508688,F,N,Y,0,247500.0,Working,Higher education,Civil marriage,House / apartment,-18282,-3256,1,0,0,0,Managers,2.0
5999027,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-8993,-333,1,0,0,0,,3.0
6836507,F,N,Y,0,177750.0,Pensioner,Higher education,Married,House / apartment,-22934,365243,1,0,0,0,,2.0
6628349,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20476,365243,1,0,0,0,,2.0
6801718,F,Y,Y,1,247500.0,Working,Higher education,Civil marriage,House / apartment,-17170,-4358,1,0,0,1,Laborers,3.0
5056143,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23424,-14887,1,0,0,0,Laborers,2.0
5095790,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16624,-4054,1,0,0,0,Laborers,2.0
6281311,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19247,-12539,1,0,0,0,Laborers,2.0
6210650,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8837,-749,1,1,0,0,Medicine staff,2.0
6282723,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13535,-2560,1,0,0,0,Sales staff,3.0
5137047,F,N,N,0,54000.0,Pensioner,Higher education,Married,House / apartment,-22702,365243,1,0,0,0,,2.0
5753727,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22273,365243,1,0,1,0,,2.0
5029667,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0
5934089,M,N,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,-10743,-938,1,0,0,0,Laborers,3.0
6262526,M,Y,N,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10834,-3584,1,1,0,0,Laborers,3.0
5009138,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,1.0
5023359,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1.0
6643330,F,Y,Y,0,171000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23536,365243,1,0,0,0,,2.0
6658623,F,Y,Y,1,126000.0,Working,Higher education,Married,House / apartment,-10076,-3316,1,1,0,1,Laborers,3.0
5439670,F,N,N,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,-15386,-4925,1,1,1,0,Core staff,2.0
6540166,F,N,N,0,225000.0,State servant,Higher education,Single / not married,House / apartment,-14617,-603,1,0,1,0,Core staff,1.0
5753684,F,N,N,1,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16863,-3778,1,0,0,0,Core staff,2.0
6107047,F,N,Y,2,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19495,-3248,1,0,0,0,Laborers,3.0
5196812,F,N,N,0,72000.0,Pensioner,Higher education,Married,House / apartment,-22427,365243,1,0,0,0,,2.0
6192334,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15203,-1151,1,0,0,0,Sales staff,1.0
5205288,M,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23077,365243,1,0,1,0,,2.0
5852680,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15642,-3555,1,1,1,0,Private service staff,2.0
6484719,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12287,-3154,1,0,0,0,High skill tech staff,3.0
6689782,F,N,N,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-18773,-1738,1,0,1,0,Medicine staff,1.0
6415301,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9188,-1785,1,0,0,0,Security staff,2.0
5105702,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,Laborers,2.0
6109076,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22262,365243,1,0,0,0,,2.0
5372038,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12103,-5254,1,0,1,0,Laborers,3.0
6576008,M,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-11382,-2795,1,0,1,0,High skill tech staff,1.0
6144226,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-2727,1,0,0,0,Security staff,3.0
5599078,M,N,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9899,-1826,1,0,0,0,Core staff,2.0
6670850,M,Y,Y,0,495000.0,Working,Higher education,Single / not married,House / apartment,-15479,-4984,1,0,1,1,Managers,1.0
5314107,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8296,-164,1,0,0,1,Core staff,2.0
6594657,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20221,365243,1,0,0,0,,1.0
5711085,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14009,-3481,1,0,0,0,Sales staff,3.0
5427473,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-15656,-2123,1,0,0,0,Core staff,4.0
5146584,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,2.0
6008613,M,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16105,-1557,1,0,1,0,Laborers,3.0
6772954,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-8789,-1154,1,0,0,1,Sales staff,2.0
6744687,F,N,Y,0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-18800,-5997,1,1,1,1,,1.0
6211899,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,With parents,-9639,-1705,1,0,1,0,Laborers,2.0
6601224,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20089,365243,1,0,1,0,,2.0
6683722,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-2972,1,0,0,0,,3.0
5854026,F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18328,-872,1,0,1,0,Core staff,2.0
6664603,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15735,-8259,1,0,0,1,Drivers,3.0
5858668,M,Y,Y,1,90000.0,Working,Higher education,Married,House / apartment,-12716,-937,1,0,0,0,Laborers,3.0
5609802,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,Office apartment,-21837,-2287,1,0,0,0,Laborers,2.0
6415490,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,Office apartment,-22512,365243,1,0,0,0,,2.0
6239946,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22484,365243,1,0,1,0,,2.0
6793316,F,N,N,0,116100.0,Pensioner,Lower secondary,Widow,House / apartment,-22847,365243,1,0,1,0,,1.0
6472683,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-16583,-176,1,0,0,0,Laborers,2.0
5509602,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17886,-2585,1,0,0,0,Security staff,2.0
6272856,F,N,Y,1,225000.0,State servant,Higher education,Civil marriage,House / apartment,-15556,-1913,1,1,1,0,Core staff,3.0
6575331,F,N,Y,1,90000.0,Commercial associate,Higher education,Married,Municipal apartment,-10575,-1334,1,0,0,0,Core staff,3.0
6731127,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8400,-485,1,0,0,1,Laborers,2.0
6238856,F,N,N,0,117900.0,State servant,Secondary / secondary special,Married,Municipal apartment,-16796,-2418,1,0,0,0,Cooking staff,2.0
6423820,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13820,-178,1,0,0,0,,3.0
5999645,M,Y,Y,2,247500.0,Commercial associate,Higher education,Married,House / apartment,-13477,-3894,1,0,0,0,Core staff,4.0
6464289,M,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13370,-3091,1,0,0,0,Drivers,3.0
6594688,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10284,-2306,1,0,0,0,Laborers,1.0
6800663,M,Y,Y,0,382500.0,Commercial associate,Higher education,Married,House / apartment,-19708,-2343,1,0,1,1,Managers,2.0
6077866,M,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-16473,-1466,1,0,0,0,Laborers,1.0
6022410,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-23438,365243,1,0,1,0,,2.0
5298043,F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20872,365243,1,0,0,0,,2.0
6121816,M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,-12932,-2387,1,0,0,1,Drivers,3.0
5552089,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22052,365243,1,0,1,0,,2.0
5555136,F,N,Y,0,51430.5,Pensioner,Higher education,Widow,House / apartment,-21106,365243,1,0,0,0,,1.0
6612111,F,N,Y,0,58500.0,State servant,Secondary / secondary special,Married,House / apartment,-14899,-170,1,0,0,0,Cooking staff,2.0
5097155,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19165,-7704,1,0,0,0,,2.0
6577223,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17297,-94,1,0,0,0,Laborers,2.0
7472286,F,N,Y,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-17087,-1149,1,0,0,0,Core staff,4.0
6454155,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-19945,-478,1,1,0,0,Drivers,2.0
7465815,F,N,N,1,112500.0,Working,Incomplete higher,Married,House / apartment,-11589,-241,1,0,0,0,Cooking staff,3.0
6637329,F,N,N,0,450000.0,Working,Higher education,Single / not married,House / apartment,-16910,-1459,1,1,0,0,Managers,1.0
6630607,F,Y,Y,0,157500.0,Pensioner,Higher education,Single / not married,House / apartment,-22750,365243,1,0,0,0,,1.0
5937977,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11861,-1212,1,0,0,0,Low-skill Laborers,3.0
6469488,F,Y,Y,0,270000.0,Pensioner,Higher education,Civil marriage,House / apartment,-21154,365243,1,0,0,0,,2.0
5041153,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20198,365243,1,0,0,0,,2.0
5537773,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17690,-2761,1,0,0,0,Managers,2.0
6293867,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24755,365243,1,0,0,0,,1.0
5243906,F,Y,N,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-14970,-909,1,1,0,0,,2.0
6153984,F,N,Y,0,162000.0,Commercial associate,Higher education,Married,House / apartment,-16392,-7142,1,0,0,0,Core staff,2.0
6423638,F,Y,Y,0,247500.0,Working,Higher education,Civil marriage,House / apartment,-10716,-2740,1,0,1,0,Managers,2.0
6743885,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16088,-1835,1,0,0,0,Sales staff,3.0
6429593,M,Y,Y,0,157500.0,Commercial associate,Higher education,Separated,House / apartment,-15874,-5506,1,1,1,0,Accountants,1.0
6274194,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-19038,-5698,1,0,0,0,Core staff,2.0
5145724,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15864,-1532,1,0,0,0,Laborers,1.0
6204012,F,N,Y,0,99000.0,Working,Higher education,Married,House / apartment,-14359,-4422,1,0,1,0,,2.0
6630208,F,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17473,-3004,1,0,0,0,High skill tech staff,1.0
5089824,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0
5823145,M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-9974,-172,1,0,0,0,Managers,3.0
5834397,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16203,-597,1,1,1,0,,2.0
6639896,F,N,N,0,225000.0,State servant,Higher education,Married,House / apartment,-18628,-2234,1,0,0,0,Core staff,2.0
6059534,M,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8179,-1223,1,0,0,0,Laborers,2.0
5010752,F,Y,Y,0,67500.0,Pensioner,Incomplete higher,Married,House / apartment,-21350,365243,1,0,1,0,,2.0
6148003,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18621,365243,1,0,0,0,,2.0
6059527,F,N,Y,1,202500.0,Working,Higher education,Single / not married,House / apartment,-12734,-2384,1,0,1,0,Core staff,2.0
6604188,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-20117,-8290,1,0,0,1,Managers,2.0
6154678,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-11998,-2894,1,1,1,0,,3.0
5769794,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10473,-1672,1,0,0,0,Drivers,2.0
5050645,M,Y,N,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8990,-1566,1,0,0,0,Laborers,2.0
6208639,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-15143,-3668,1,0,0,1,Sales staff,2.0
5890732,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17348,-3094,1,0,0,0,Medicine staff,2.0
6050244,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20334,365243,1,0,0,0,,1.0
6357533,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22833,365243,1,0,0,0,,1.0
6744213,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-9481,-402,1,0,0,0,Core staff,2.0
5738002,F,N,Y,0,315000.0,Pensioner,Higher education,Married,House / apartment,-23722,365243,1,0,1,0,,2.0
5425096,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16918,-1279,1,1,1,0,Cooking staff,2.0
6840303,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22113,365243,1,0,0,0,,2.0
5931598,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-20739,-1210,1,0,0,0,Laborers,1.0
5513275,M,N,Y,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16955,-2224,1,0,0,0,Managers,2.0
6397260,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21496,365243,1,0,0,0,,2.0
5580410,F,N,N,2,90000.0,Working,Higher education,Married,With parents,-9872,-1097,1,1,0,0,Core staff,4.0
6014904,F,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-13858,-186,1,1,1,0,Laborers,2.0
5737952,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13227,-1655,1,0,0,0,Laborers,4.0
6800556,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10896,-3351,1,0,0,0,Core staff,1.0
5682048,F,Y,N,1,90000.0,Commercial associate,Higher education,Single / not married,With parents,-10175,-703,1,0,1,0,High skill tech staff,2.0
5154380,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16723,-4051,1,0,1,0,Sales staff,2.0
6242780,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13067,-5136,1,0,1,0,Core staff,3.0
5678488,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17880,-1492,1,0,0,0,Drivers,3.0
6641066,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20644,-3147,1,0,1,0,Managers,2.0
6782124,F,Y,Y,3,247500.0,Working,Secondary / secondary special,Married,House / apartment,-13062,-1887,1,0,1,0,High skill tech staff,5.0
5501235,M,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-18204,-121,1,0,0,0,Managers,2.0
5872902,F,N,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-21643,-13609,1,1,1,0,,1.0
6498650,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23215,365243,1,0,1,0,,2.0
6280522,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12143,-364,1,0,0,0,Laborers,4.0
5116470,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,365243,1,0,0,0,,2.0
7282858,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13583,-279,1,0,1,0,Drivers,3.0
6543288,M,N,Y,1,495000.0,Commercial associate,Higher education,Married,House / apartment,-12753,-4497,1,0,0,1,Managers,3.0
6389016,F,N,N,1,117000.0,Working,Secondary / secondary special,Married,House / apartment,-11640,-1676,1,0,1,0,Sales staff,3.0
5270391,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14635,-6427,1,0,1,0,Drivers,2.0
6108683,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15497,-3916,1,0,0,0,Core staff,2.0
6270684,M,N,Y,2,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18205,-1976,1,0,1,0,Security staff,4.0
6186461,M,Y,Y,1,182250.0,Commercial associate,Higher education,Married,House / apartment,-10061,-844,1,0,0,1,Core staff,3.0
6073828,F,N,Y,0,99252.0,Working,Secondary / secondary special,Married,House / apartment,-15534,-2034,1,1,0,0,,2.0
6540179,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-16591,-937,1,0,0,0,Drivers,1.0
5841265,F,N,N,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-14840,-3776,1,1,0,0,,2.0
5099751,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,1,0,Laborers,3.0
6410532,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11690,-2327,1,1,1,0,Laborers,1.0
6525140,F,N,N,0,81000.0,Pensioner,Higher education,Married,House / apartment,-23590,365243,1,0,1,0,,2.0
5927706,F,N,Y,0,270540.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23595,365243,1,0,0,0,,1.0
6054133,F,N,N,0,130500.0,Working,Secondary / secondary special,Separated,House / apartment,-10001,-455,1,0,1,0,Laborers,1.0
6603728,F,N,N,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20470,365243,1,0,1,0,,2.0
6412155,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15953,-3090,1,0,0,0,Cooking staff,2.0
5542176,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-17750,-10345,1,0,0,0,Laborers,2.0
5149630,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,2.0
6590793,F,N,Y,1,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9951,-362,1,0,0,0,Core staff,3.0
7992010,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11415,-206,1,1,0,0,Laborers,3.0
5439545,M,Y,N,0,225000.0,Commercial associate,Lower secondary,Married,House / apartment,-10116,-2307,1,1,0,0,Drivers,2.0
5185460,F,N,Y,0,378000.0,Working,Secondary / secondary special,Married,House / apartment,-11962,-3031,1,1,1,1,,2.0
5471273,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-10828,-657,1,0,0,0,Core staff,2.0
6077955,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20036,365243,1,0,0,0,,2.0
5889366,M,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-13581,-706,1,0,1,0,Drivers,2.0
5804930,F,N,Y,0,121500.0,Working,Higher education,Married,House / apartment,-8638,-1274,1,0,0,0,,2.0
5054149,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0
5205499,F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,-17209,-5067,1,1,1,0,Managers,2.0
5401140,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15011,-857,1,0,0,0,Laborers,1.0
6731080,F,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-12732,-30,1,0,1,0,Laborers,2.0
5279239,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19396,-3184,1,0,0,0,Core staff,2.0
5332043,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,-13147,-3738,1,0,1,0,Laborers,4.0
6699607,F,N,Y,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-18638,-1720,1,1,1,0,Core staff,1.0
6221005,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20755,365243,1,0,1,0,,2.0
5258806,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16715,-1769,1,0,1,0,Medicine staff,2.0
5866253,M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8386,-126,1,0,0,0,,1.0
